Features,IV,Rank
APP_FLAG_DOCUMENT_18,0.0,Useless
APP_FLAG_DOCUMENT_17,0.0,Useless
APP_FLAG_DOCUMENT_16,0.0,Useless
APP_FLAG_MOBIL,0.0,Useless
APP_FLAG_CONT_MOBILE,0.0,Useless
POS_CASH_CNT_INSTALMENT_FUTURE_MIN,0.0,Useless
APP_FLAG_EMAIL,0.0,Useless
CREDIT_CARD_SK_DPD_DEF_MIN,0.0,Useless
APP_REG_REGION_NOT_LIVE_REGION,0.0,Useless
APP_FLAG_DOCUMENT_7,0.0,Useless
APP_FLAG_DOCUMENT_9,0.0,Useless
APP_LIVE_REGION_NOT_WORK_REGION,0.0,Useless
APP_FLAG_DOCUMENT_14,0.0,Useless
APP_FLAG_DOCUMENT_13,0.0,Useless
APP_FLAG_DOCUMENT_2,0.0,Useless
APP_FLAG_DOCUMENT_4,0.0,Useless
CREDIT_CARD_SK_DPD_MIN,0.0,Useless
APP_FLAG_DOCUMENT_21,0.0,Useless
APP_FLAG_DOCUMENT_12,0.0,Useless
APP_FLAG_DOCUMENT_5,0.0,Useless
APP_FLAG_DOCUMENT_10,0.0,Useless
